step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,intersection_stopped,intersection_accumulated_waiting_time,intersection_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
15355.0,0,0.0,0.0,13.779805779636643,0,0.0,1.0,0,0.0
15360.0,0,0.0,0.0,13.805564065899507,0,0.0,1.0,0,0.0
15365.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15370.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15375.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15380.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15385.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15390.0,0,0.0,0.0,12.535615539554716,0,0.0,0.9989950403789919,0,0.0
15395.0,0,0.0,0.0,12.213872545309574,0,0.0,0.9733545240028012,0,0.0
15400.0,0,0.0,0.0,12.448367855049877,0,0.0,0.9920420508086065,0,0.0
15405.0,0,0.0,0.0,12.313923288466617,0,0.0,0.9813278218344662,0,0.0
15410.0,0,0.0,0.0,10.164116346669427,0,0.0,0.8100042465500245,0,0.0
15415.0,1,3.0,3.0,0.007146228005052945,1,3.0,0.0005695010597556137,1,3.0
15420.0,0,0.0,0.0,6.972553316769079,0,0.0,1.0,0,0.0
15425.0,0,0.0,0.0,12.296445480784609,0,0.0,1.0,0,0.0
15430.0,0,0.0,0.0,11.450054785100951,0,0.0,1.0,0,0.0
15435.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15440.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15445.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15450.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15455.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15460.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15465.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15470.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15475.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15480.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15485.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15490.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15495.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15500.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15505.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15510.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15515.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15520.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15525.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15530.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15535.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15540.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15545.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15550.0,0,0.0,0.0,12.224946288567931,0,0.0,0.9279132553706626,0,0.0
15555.0,0,0.0,0.0,12.967898306030744,0,0.0,1.0,0,0.0
15560.0,0,0.0,0.0,12.007731645381043,0,0.0,1.0,0,0.0
15565.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15570.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15575.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15580.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15585.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15590.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15595.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15600.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15605.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15610.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15615.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15620.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15625.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15630.0,0,0.0,0.0,11.842131763223424,0,0.0,0.9347278606836401,0,0.0
15635.0,0,0.0,0.0,12.656300963826343,0,0.0,0.9989921882836333,0,0.0
15640.0,0,0.0,0.0,12.022181176479773,0,0.0,1.0,0,0.0
15645.0,0,0.0,0.0,12.166865393465251,0,0.0,1.0,0,0.0
15650.0,0,0.0,0.0,11.548458565158636,0,0.0,1.0,0,0.0
15655.0,0,0.0,0.0,12.397120406890155,0,0.0,1.0,0,0.0
15660.0,0,0.0,0.0,12.376265548208595,0,0.0,1.0,0,0.0
15665.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15670.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15675.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15680.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15685.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15690.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15695.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15700.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15705.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15710.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15715.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15720.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15725.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15730.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15735.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15740.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15745.0,0,0.0,0.0,13.083809845823236,0,0.0,0.9396099273646866,0,0.0
15750.0,0,0.0,0.0,12.814339939969033,0,0.0,0.9202580259192934,0,0.0
15755.0,0,0.0,0.0,4.468328022369866,0,0.0,0.3208916529676432,0,0.0
15760.0,0,0.0,0.0,5.6361577256062905,0,0.0,1.0,0,0.0
15765.0,0,0.0,0.0,13.24552238756506,0,0.0,0.9435233497547189,0,0.0
15770.0,0,0.0,0.0,13.040673490294203,0,0.0,0.9205109827574836,0,0.0
15775.0,0,0.0,0.0,13.456010524376243,0,0.0,0.9887343853414259,0,0.0
15780.0,0,0.0,0.0,13.638060688129109,0,0.0,0.9891531192695314,0,0.0
15785.0,0,0.0,0.0,13.401432123701543,0,0.0,1.0,0,0.0
15790.0,0,0.0,0.0,14.129281539647364,0,0.0,1.0,0,0.0
15795.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15800.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15805.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15810.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15815.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15820.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15825.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15830.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15835.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15840.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15845.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15850.0,0,0.0,0.0,12.85327338666851,0,0.0,0.9501608531756239,0,0.0
15855.0,0,0.0,0.0,13.245359309666886,0,0.0,0.9791452748016896,0,0.0
15860.0,0,0.0,0.0,4.963685451277861,0,0.0,0.3669337344192319,0,0.0
15865.0,1,2.0,2.0,0.015431614818247905,1,2.0,0.0011407612567232934,1,2.0
15870.0,1,7.0,7.0,0.0,1,7.0,0.0,1,7.0
15875.0,1,12.0,12.0,0.0,1,12.0,0.0,1,12.0
15880.0,0,0.0,0.0,5.495057581784204,0,0.0,1.0,0,0.0
15885.0,0,0.0,0.0,12.540820683280103,0,0.0,1.0,0,0.0
15890.0,0,0.0,0.0,12.548069909864202,0,0.0,1.0,0,0.0
15895.0,0,0.0,0.0,12.43019885408888,0,0.0,1.0,0,0.0
15900.0,0,0.0,0.0,12.522743480533459,0,0.0,1.0,0,0.0
15905.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15910.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15915.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15920.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15925.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15930.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15935.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15940.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15945.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15950.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15955.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15960.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15965.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15970.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15975.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15980.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15985.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15990.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
15995.0,0,0.0,0.0,13.25331907841374,0,0.0,0.9297112351500911,0,0.0
16000.0,0,0.0,0.0,13.92881490644996,0,0.0,0.9770968037692881,0,0.0
16005.0,0,0.0,0.0,13.477827123701543,0,0.0,1.0,0,0.0
16010.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16015.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16020.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16025.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16030.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16035.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16040.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16045.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16050.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16055.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16060.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16065.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16070.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16075.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16080.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16085.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16090.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16095.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16100.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16105.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16110.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16115.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16120.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16125.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16130.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16135.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16140.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16145.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16150.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16155.0,0,0.0,0.0,11.346463068299675,0,0.0,0.9284837355289101,0,0.0
16160.0,0,0.0,0.0,11.446263461331585,0,0.0,0.9366504251106536,0,0.0
16165.0,0,0.0,0.0,10.965198096870193,0,0.0,0.8972847334462093,0,0.0
16170.0,0,0.0,0.0,11.847932339347647,0,0.0,1.0,0,0.0
16175.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16180.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16185.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16190.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16195.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16200.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16205.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16210.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16215.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16220.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16225.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16230.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16235.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16240.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16245.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16250.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16255.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16260.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16265.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16270.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16275.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16280.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16285.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16290.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16295.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16300.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16305.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16310.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16315.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16320.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16325.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16330.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16335.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16340.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16345.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16350.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16355.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16360.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16365.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16370.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16375.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16380.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16385.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16390.0,0,0.0,0.0,11.985681000000001,0,0.0,1.0,0,0.0
16395.0,0,0.0,0.0,11.266887407304855,0,0.0,0.9400289735147176,0,0.0
16400.0,0,0.0,0.0,10.822232409843378,0,0.0,0.9029301221885829,0,0.0
16405.0,0,0.0,0.0,11.785630516751805,0,0.0,1.0,0,0.0
16410.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16415.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16420.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16425.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16430.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16435.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16440.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16445.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16450.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16455.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16460.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16465.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16470.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16475.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16480.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16485.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16490.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16495.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16500.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16505.0,0,0.0,0.0,13.990966243199736,0,0.0,0.9834690372889491,0,0.0
16510.0,0,0.0,0.0,14.07079018621772,0,0.0,0.9890801133953374,0,0.0
16515.0,0,0.0,0.0,3.3599633239940077,0,0.0,0.236182393562751,0,0.0
16520.0,0,0.0,0.0,6.990897079067985,0,0.0,1.0,0,0.0
16525.0,0,0.0,0.0,13.125193660888554,0,0.0,1.0,0,0.0
16530.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16535.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16540.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16545.0,0,0.0,0.0,8.27460852640106,0,0.0,0.6569520908341407,0,0.0
16550.0,1,1.0,1.0,0.03475103264501211,1,1.0,0.002759014336683757,1,1.0
16555.0,1,6.0,3.0,5.999785500000001,1,6.0,0.5,1,6.0
16560.0,0,0.0,0.0,9.415708798965209,0,0.0,0.9528906409759837,0,0.0
16565.0,0,0.0,0.0,11.66162050198389,0,0.0,0.9060035987559178,0,0.0
16570.0,0,0.0,0.0,11.069639812708811,0,0.0,0.892395364936506,0,0.0
16575.0,0,0.0,0.0,10.838966186793991,0,0.0,0.9032794744740449,0,0.0
16580.0,0,0.0,0.0,7.319122416509787,0,0.0,0.6099486737075672,0,0.0
16585.0,1,4.0,4.0,0.00010040664216997147,1,4.0,8.367519319646632e-06,1,4.0
16590.0,0,0.0,0.0,9.02311420468038,0,0.0,1.0,0,0.0
16595.0,0,0.0,0.0,8.070068093872099,0,0.0,0.45017372495442376,0,0.0
16600.0,1,3.0,1.5,5.486982470931785,1,3.0,0.00010035059968637067,1,3.0
16605.0,1,8.0,8.0,0.0,1,8.0,0.0,1,8.0
16610.0,0,0.0,0.0,5.9983760274713855,0,0.0,1.0,0,0.0
16615.0,0,0.0,0.0,11.526985883491712,0,0.0,1.0,0,0.0
16620.0,0,0.0,0.0,11.398995970178062,0,0.0,1.0,0,0.0
16625.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16630.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16635.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16640.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16645.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16650.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16655.0,0,0.0,0.0,14.232610938184493,0,0.0,0.9325318659156735,0,0.0
16660.0,0,0.0,0.0,15.232408767448337,0,0.0,0.9980394062616602,0,0.0
16665.0,0,0.0,0.0,15.016522139006824,0,0.0,1.0,0,0.0
16670.0,0,0.0,0.0,14.459436397391155,0,0.0,0.9661442952501678,0,0.0
16675.0,0,0.0,0.0,12.276093018926776,0,0.0,0.6373877602101938,0,0.0
16680.0,1,1.0,0.5,7.238550335454952,1,1.0,0.002126948301692845,1,1.0
16685.0,1,6.0,6.0,0.0,1,6.0,0.0,1,6.0
16690.0,1,11.0,11.0,0.0,1,11.0,0.0,1,11.0
16695.0,1,16.0,8.0,6.303753956707388,1,16.0,0.0,1,16.0
16700.0,0,0.0,0.0,9.251229466146052,0,0.0,1.0,0,0.0
16705.0,0,0.0,0.0,13.933199373557876,0,0.0,1.0,0,0.0
16710.0,0,0.0,0.0,13.830602603994489,0,0.0,1.0,0,0.0
16715.0,0,0.0,0.0,13.2678239143956,0,0.0,0.9268105723115974,0,0.0
16720.0,0,0.0,0.0,13.344501753248228,0,0.0,0.9029533398728756,0,0.0
16725.0,0,0.0,0.0,11.939293890714579,0,0.0,0.9170600611328558,0,0.0
16730.0,0,0.0,0.0,13.035858266660446,0,0.0,0.9375693227877182,0,0.0
16735.0,0,0.0,0.0,12.913496926601013,0,0.0,0.9318704386743031,0,0.0
16740.0,1,1.0,0.5,6.767029390262693,1,1.0,0.003659495010128045,1,1.0
16745.0,1,6.0,6.0,0.00015094609779373942,1,6.0,1.1594206402620658e-05,1,6.0
16750.0,1,11.0,11.0,0.0,1,11.0,0.0,1,11.0
16755.0,1,16.0,16.0,0.0,1,16.0,0.0,1,16.0
16760.0,0,0.0,0.0,7.523786360141822,0,0.0,1.0,0,0.0
16765.0,0,0.0,0.0,12.087523920264028,0,0.0,1.0,0,0.0
16770.0,0,0.0,0.0,12.79084294849348,0,0.0,1.0,0,0.0
16775.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16780.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16785.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16790.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16795.0,0,0.0,0.0,11.279891248979727,0,0.0,0.9336481983792875,0,0.0
16800.0,0,0.0,0.0,11.126529587294096,0,0.0,0.9209542959317621,0,0.0
16805.0,1,1.0,1.0,0.023792579364498804,1,1.0,0.0019693362611514346,1,1.0
16810.0,1,6.0,6.0,0.0,1,6.0,0.0,1,6.0
16815.0,1,11.0,11.0,0.0,1,11.0,0.0,1,11.0
16820.0,0,0.0,0.0,5.170515015465209,0,0.0,1.0,0,0.0
16825.0,0,0.0,0.0,10.921460113000245,0,0.0,1.0,0,0.0
16830.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16835.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16840.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16845.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16850.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16855.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16860.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16865.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16870.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16875.0,0,0.0,0.0,15.572984431860773,0,0.0,0.9325945648636711,0,0.0
16880.0,0,0.0,0.0,10.548495267107443,0,0.0,0.631700968856559,0,0.0
16885.0,0,0.0,0.0,0.1019513413679251,0,0.0,0.006105397925253492,0,0.0
16890.0,1,5.0,5.0,0.0,1,5.0,0.0,1,5.0
16895.0,1,10.0,10.0,0.0,1,10.0,0.0,1,10.0
16900.0,0,0.0,0.0,5.879890345782041,0,0.0,1.0,0,0.0
16905.0,0,0.0,0.0,15.263997337134565,0,0.0,0.9584547286867356,0,0.0
16910.0,0,0.0,0.0,0.2323016424191646,0,0.0,0.014755938154010544,0,0.0
16915.0,1,5.0,5.0,0.0,1,5.0,0.0,1,5.0
16920.0,1,10.0,5.0,6.391722991003216,1,10.0,0.4745949277773037,1,10.0
16925.0,1,15.0,5.0,7.601542050201658,1,15.0,0.5653366731147694,1,15.0
16930.0,2,23.0,7.666666666666667,0.16632855147800818,2,23.0,0.01235014204888422,2,23.0
16935.0,1,5.0,1.6666666666666667,3.3899909129629795,1,11.0,0.13972745383285476,1,11.0
16940.0,1,10.0,3.3333333333333335,9.49317336670582,1,10.0,0.0,1,10.0
16945.0,0,0.0,0.0,9.92065236680571,0,0.0,1.0,0,0.0
16950.0,0,0.0,0.0,12.240677446825483,0,0.0,1.0,0,0.0
16955.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16960.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16965.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
16970.0,0,0.0,0.0,13.63782445878829,0,0.0,0.9322491582298529,0,0.0
16975.0,0,0.0,0.0,6.3039401879518895,0,0.0,0.5019159768160115,0,0.0
16980.0,1,4.0,2.0,5.947303364768625,1,4.0,0.47712364741393665,1,4.0
16985.0,0,0.0,0.0,9.02091586477685,0,0.0,0.9574642698754775,0,0.0
16990.0,0,0.0,0.0,12.399093598843653,0,0.0,0.9089250941604573,0,0.0
16995.0,0,0.0,0.0,12.857170414527893,0,0.0,0.9344423265113077,0,0.0
17000.0,1,1.0,1.0,0.0005859233856438139,1,1.0,4.7005916110569635e-05,1,1.0
17005.0,1,6.0,6.0,0.0,1,6.0,0.0,1,6.0
17010.0,1,11.0,3.6666666666666665,8.226700141976231,1,11.0,0.637628921779643,1,11.0
17015.0,0,0.0,0.0,10.317569071648906,0,0.0,0.9709292482441763,0,0.0
17020.0,0,0.0,0.0,12.24527135785309,0,0.0,0.9285182388159215,0,0.0
17025.0,0,0.0,0.0,12.662354184535687,0,0.0,0.9649485971785374,0,0.0
17030.0,1,1.0,0.3333333333333333,7.75479030383901,1,1.0,0.6032154424094547,1,1.0
17035.0,1,1.0,0.3333333333333333,2.722195934110291,1,1.0,0.09218557751459432,1,1.0
17040.0,2,11.0,3.6666666666666665,4.564414191380122,2,11.0,1.1070878408635962e-05,2,11.0
17045.0,2,21.0,10.5,0.0,2,21.0,0.0,2,21.0
17050.0,2,31.0,15.5,0.0,2,31.0,0.0,2,31.0
17055.0,0,0.0,0.0,6.101942547666841,0,0.0,1.0,0,0.0
17060.0,0,0.0,0.0,12.406828434970159,0,0.0,1.0,0,0.0
17065.0,0,0.0,0.0,12.293363640918326,0,0.0,1.0,0,0.0
17070.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17075.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17080.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17085.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17090.0,0,0.0,0.0,12.209118988323674,0,0.0,0.9315242139248026,0,0.0
17095.0,0,0.0,0.0,11.942044944717267,0,0.0,0.911147154878355,0,0.0
17100.0,1,2.0,2.0,0.0002085815911091627,1,2.0,1.5914236144554507e-05,1,2.0
17105.0,1,7.0,7.0,0.0,1,7.0,0.0,1,7.0
17110.0,1,12.0,12.0,0.0,1,12.0,0.0,1,12.0
17115.0,0,0.0,0.0,5.420165633270518,0,0.0,1.0,0,0.0
17120.0,0,0.0,0.0,12.955058093770125,0,0.0,1.0,0,0.0
17125.0,0,0.0,0.0,12.42904360914202,0,0.0,1.0,0,0.0
17130.0,0,0.0,0.0,12.768856059346065,0,0.0,1.0,0,0.0
17135.0,0,0.0,0.0,12.498627920523935,0,0.0,1.0,0,0.0
17140.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17145.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17150.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17155.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17160.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17165.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17170.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17175.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17180.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17185.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17190.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17195.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17200.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17205.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17210.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17215.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17220.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17225.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17230.0,0,0.0,,0.0,0,0.0,1.0,0,0.0
17235.0,0,0.0,0.0,12.812162576758524,0,0.0,0.9141743442750684,0,0.0
17240.0,0,0.0,0.0,13.734196690542845,0,0.0,0.9799633885771645,0,0.0
17245.0,0,0.0,0.0,13.013014785245627,0,0.0,0.9480139966564242,0,0.0
17250.0,0,0.0,0.0,13.197747994178075,0,0.0,0.9613222694455005,0,0.0
17255.0,0,0.0,0.0,13.205719572548855,0,0.0,0.9738510916264584,0,0.0
17260.0,0,0.0,0.0,13.385694319835032,0,0.0,0.9655023088389612,0,0.0
17265.0,0,0.0,0.0,11.163331816026046,0,0.0,0.6837028076763916,0,0.0
17270.0,1,3.0,3.0,0.0045690754890616424,1,3.0,0.00034031359346460045,1,3.0
17275.0,1,8.0,8.0,0.0,1,8.0,0.0,1,8.0
